window,return,sharpe,max_drawdown,win_rate,calmar_ratio,sortino_ratio,n_trades
1,3.1310412565703523,40.3311823595989,-1.165352010162224,0.3548387096774194,,57.70928257666386,155
2,-0.22523953006850206,-28.163021008897367,-0.2643404094167745,0.25,,-33.70896800314599,4
3,-0.6078919569146092,-43.45928675029662,-0.6303663628723588,0.25806451612903225,,-57.3568659701421,31
4,-0.0033818019389946132,-0.37099912565879917,-0.28278445325672363,0.2857142857142857,,-0.4928652452286912,7
5,0.5041103865431614,26.762725060764314,-0.38790515576069273,0.4117647058823529,,42.296194531448556,34
6,0.3092883357047867,30.181846643492715,-0.20685355852543275,0.42424242424242425,,63.46514079208534,33
7,-0.3990767726800186,-9.090520127048269,-1.5203471159823234,0.3728813559322034,,-12.345892235570489,118
8,-0.07645223445506417,-16.49365161584061,-0.20768789723086822,0.2,,-21.88693866468134,5
9,0.24623305413888374,21.14463447467408,-0.34853804475403205,0.45,,35.76862664806269,20
10,-0.6651918781825771,-28.470108975794574,-1.2625347327219094,0.3469387755102041,,-39.16395744931752,98
