window,return,sharpe,max_drawdown,win_rate,calmar_ratio,sortino_ratio,n_trades
1,0.7709149569637702,20.814950772275605,-0.42603612081199005,0.4594594594594595,,28.91932208366362,74
2,-0.20324974076285796,-13.04773425753878,-0.39889982707193017,0.4,,-17.08443739794947,20
3,0.22185278484872473,27.830001116058092,-0.1032815609347204,0.4,,63.31237688360665,10
4,1.4102643101045942,40.96854625161585,-0.4944840079431523,0.45454545454545453,,58.653813215959964,99
5,0.27847842386872795,14.288872733592731,-0.594449875007641,0.34285714285714286,,21.833695601615457,70
6,0.476530217497093,62.12727864742149,-0.1230769063927939,0.5757575757575758,,132.95973355256112,33
7,0.6161560621586251,17.967227082910576,-0.6159134923475751,0.3879310344827586,,25.30315757153666,116
8,0.32505837534168674,31.43967474563884,-0.15974816799270153,0.4146341463414634,,49.9538631693741,41
9,0.06520268577987735,4.175750323671827,-0.6424755542884908,0.40625,,5.7948257096632005,64
10,0.1439685338936033,7.1839207809475605,-0.6608007233919855,0.375,,10.151092404216955,96
