window,return,sharpe,max_drawdown,win_rate,calmar_ratio,sortino_ratio,n_trades
1,2.05103631531585,35.02931249273862,-1.162528938229368,0.425,,49.625538493984,80
2,1.1586294728814939,20.735006188370605,-1.384866949452801,0.36619718309859156,,30.34718996783806,142
3,-0.06836466342703716,-9.222235975410882,-0.09915433235256899,0.47058823529411764,,-12.412650786069937,17
4,0.47317223050024043,13.118697789835172,-0.8790521345502289,0.42424242424242425,,18.124896955634824,66
5,1.2658962463459829,53.97300423211607,-0.35369307579249387,0.509090909090909,,86.47025692041177,55
6,0.53845396340781,43.250302086372,-0.3667088691150733,0.4393939393939394,,82.59134124302128,66
7,-0.5774751918761649,-13.823455568986985,-1.6833477420793996,0.36363636363636365,,-18.675091140856683,110
8,0.025848538602058397,4.947091340936513,-0.12348774419606023,0.42857142857142855,,6.75445890437065,7
9,-0.03016039708030803,-2.817687175652532,-0.229356187880847,0.3,,-3.8618218818698775,20
10,-0.16516347201439202,-7.134088637601626,-0.76496588834567,0.42105263157894735,,-9.981794762290633,76
