timeperiod,StDev,coeff_medianeBBW,coef_mediane,metric1_name,metric2_name,weight_metric1,weight_metric2
10,1.6724776795163394,0.8334927145219533,1.3140204503560922,sharpe_ratio,total_return,1.0,0.0
19,1.3605114143560362,0.805768910030193,1.0284378231814175,sharpe_ratio,total_return,1.0,0.0
28,1.394087490648963,1.1079761736701534,1.0023305255890786,sharpe_ratio,total_return,1.0,0.0
10,2.1355403542962104,0.993467090883168,1.197368179772617,sharpe_ratio,total_return,1.0,0.0
27,1.3185086660174141,0.8727299868828403,1.0917022549267168,sharpe_ratio,total_return,1.0,0.0
11,1.2739091057805858,0.852630370437438,1.4885786849966833,sharpe_ratio,total_return,1.0,0.0
14,1.198933805777124,0.8308952571697801,1.140411398208,sharpe_ratio,total_return,1.0,0.0
25,2.4963527149108673,1.050919638040352,1.113645043827928,sharpe_ratio,total_return,1.0,0.0
27,1.3185086660174141,0.8727299868828403,1.0917022549267168,sharpe_ratio,total_return,1.0,0.0
22,2.0621088666940683,0.808233797718321,1.484954926080997,sharpe_ratio,total_return,1.0,0.0
