Open time,Open,High,Low,Close
2025-01-30 01:18:40+00:00,104208.96,104208.97,104208.96,104208.96
2025-01-30 01:18:45+00:00,104208.97,104208.97,104203.65,104203.65
2025-01-30 01:18:50+00:00,104203.66,104203.66,104188.0,104188.01
2025-01-30 01:18:55+00:00,104188.0,104188.01,104188.0,104188.01
2025-01-30 01:19:00+00:00,104188.0,104188.01,104188.0,104188.01
2025-01-30 01:19:05+00:00,104188.01,104194.0,104188.01,104193.99
2025-01-30 01:19:10+00:00,104193.99,104193.99,104193.99,104193.99
2025-01-30 01:19:15+00:00,104194.0,104208.03,104193.99,104208.03
2025-01-30 01:19:20+00:00,104208.02,104216.0,104208.02,104215.99
2025-01-30 01:19:25+00:00,104215.99,104238.58,104215.99,104238.57
2025-01-30 01:19:30+00:00,104238.57,104280.0,104238.57,104280.0
2025-01-30 01:19:35+00:00,104279.99,104280.0,104266.11,104266.11
2025-01-30 01:19:40+00:00,104266.11,104279.15,104266.1,104279.14
2025-01-30 01:19:45+00:00,104279.14,104281.99,104279.14,104281.99
2025-01-30 01:19:50+00:00,104281.99,104300.57,104281.99,104300.0
2025-01-30 01:19:55+00:00,104299.99,104311.51,104299.99,104311.5
2025-01-30 01:20:00+00:00,104311.51,104311.51,104286.22,104286.22
2025-01-30 01:20:05+00:00,104286.22,104286.23,104261.69,104261.69
2025-01-30 01:20:10+00:00,104261.68,104261.69,104214.8,104214.8
2025-01-30 01:20:15+00:00,104214.79,104220.01,104214.79,104220.0
2025-01-30 01:20:20+00:00,104220.01,104235.99,104220.0,104235.99
2025-01-30 01:20:25+00:00,104236.0,104263.81,104236.0,104263.81
2025-01-30 01:20:30+00:00,104263.99,104263.99,104263.98,104263.99
2025-01-30 01:20:35+00:00,104263.98,104269.37,104240.0,104244.56
2025-01-30 01:20:40+00:00,104244.56,104260.92,104244.56,104260.92
2025-01-30 01:20:45+00:00,104260.91,104260.92,104260.91,104260.92
2025-01-30 01:20:50+00:00,104260.92,104260.92,104239.03,104244.34
2025-01-30 01:20:55+00:00,104244.35,104248.03,104239.29,104239.29
2025-01-30 01:21:00+00:00,104239.3,104239.3,104239.29,104239.29
2025-01-30 01:21:05+00:00,104239.29,104239.29,104226.43,104226.43
2025-01-30 01:21:10+00:00,104226.44,104226.44,104220.75,104220.75
2025-01-30 01:21:15+00:00,104220.75,104221.43,104220.75,104221.42
2025-01-30 01:21:20+00:00,104221.42,104221.42,104136.01,104136.02
2025-01-30 01:21:25+00:00,104136.02,104144.21,104136.02,104144.2
2025-01-30 01:21:30+00:00,104144.21,104150.89,104139.17,104140.22
2025-01-30 01:21:35+00:00,104140.23,104140.23,104140.22,104140.23
2025-01-30 01:21:40+00:00,104140.23,104150.64,104140.23,104150.64
2025-01-30 01:21:45+00:00,104150.64,104158.9,104150.64,104158.9
2025-01-30 01:21:50+00:00,104158.91,104158.91,104158.9,104158.9
2025-01-30 01:21:55+00:00,104158.91,104158.91,104140.23,104140.23
2025-01-30 01:22:00+00:00,104140.22,104148.69,104140.22,104148.69
2025-01-30 01:22:05+00:00,104148.69,104149.99,104148.69,104149.99
2025-01-30 01:22:10+00:00,104149.99,104179.66,104149.99,104179.66
2025-01-30 01:22:15+00:00,104179.66,104188.96,104165.67,104165.77
2025-01-30 01:22:20+00:00,104165.77,104181.69,104165.77,104181.69
2025-01-30 01:22:25+00:00,104181.68,104195.91,104181.68,104195.91
2025-01-30 01:22:30+00:00,104195.91,104219.99,104195.9,104219.99
2025-01-30 01:22:35+00:00,104219.99,104220.76,104219.98,104220.76
2025-01-30 01:22:40+00:00,104220.76,104233.54,104220.75,104233.54
2025-01-30 01:22:45+00:00,104233.54,104233.54,104233.53,104233.53
2025-01-30 01:22:50+00:00,104233.54,104233.54,104233.53,104233.53
2025-01-30 01:22:55+00:00,104233.53,104233.54,104233.53,104233.53
2025-01-30 01:23:00+00:00,104233.54,104249.99,104233.53,104249.99
2025-01-30 01:23:05+00:00,104249.99,104249.99,104234.94,104234.94
2025-01-30 01:23:10+00:00,104234.94,104250.0,104234.93,104249.99
2025-01-30 01:23:15+00:00,104250.0,104250.0,104249.99,104250.0
2025-01-30 01:23:20+00:00,104249.99,104250.0,104249.99,104249.99
2025-01-30 01:23:25+00:00,104249.99,104250.0,104249.99,104250.0
2025-01-30 01:23:30+00:00,104250.0,104250.0,104249.99,104249.99
2025-01-30 01:23:35+00:00,104249.99,104250.0,104249.99,104250.0
2025-01-30 01:23:40+00:00,104250.0,104270.0,104249.99,104270.0
2025-01-30 01:23:45+00:00,104270.0,104270.0,104269.99,104270.0
2025-01-30 01:23:50+00:00,104270.0,104270.0,104269.99,104270.0
2025-01-30 01:23:55+00:00,104270.0,104270.0,104269.99,104269.99
2025-01-30 01:24:00+00:00,104269.99,104270.0,104219.74,104219.75
2025-01-30 01:24:05+00:00,104219.74,104219.75,104219.74,104219.74
2025-01-30 01:24:10+00:00,104219.74,104219.75,104219.74,104219.74
2025-01-30 01:24:15+00:00,104219.75,104221.98,104219.75,104221.97
2025-01-30 01:24:20+00:00,104221.97,104221.97,104212.34,104219.22
2025-01-30 01:24:25+00:00,104219.22,104243.7,104219.22,104243.7
2025-01-30 01:24:30+00:00,104243.69,104254.5,104243.69,104254.49
2025-01-30 01:24:35+00:00,104254.49,104270.0,104254.49,104270.0
2025-01-30 01:24:40+00:00,104269.99,104270.0,104269.99,104270.0
2025-01-30 01:24:45+00:00,104269.99,104273.85,104269.99,104273.84
2025-01-30 01:24:50+00:00,104273.85,104273.85,104263.99,104263.99
2025-01-30 01:24:55+00:00,104264.0,104264.0,104251.89,104251.9
2025-01-30 01:25:00+00:00,104251.9,104251.9,104251.89,104251.9
2025-01-30 01:25:05+00:00,104251.9,104251.9,104246.44,104246.44
2025-01-30 01:25:10+00:00,104246.44,104291.77,104246.43,104291.77
2025-01-30 01:25:15+00:00,104291.78,104336.0,104291.78,104336.0
2025-01-30 01:25:20+00:00,104336.0,104344.85,104336.0,104344.84
2025-01-30 01:25:25+00:00,104344.85,104344.85,104316.53,104316.53
2025-01-30 01:25:30+00:00,104316.54,104331.99,104316.53,104331.99
2025-01-30 01:25:35+00:00,104331.99,104331.99,104312.01,104312.01
2025-01-30 01:25:40+00:00,104312.0,104312.01,104312.0,104312.01
2025-01-30 01:25:45+00:00,104312.0,104312.01,104312.0,104312.0
2025-01-30 01:25:50+00:00,104312.0,104312.01,104289.69,104289.69
2025-01-30 01:25:55+00:00,104289.69,104297.78,104289.69,104297.78
2025-01-30 01:26:00+00:00,104297.78,104307.69,104297.78,104302.63
2025-01-30 01:26:05+00:00,104302.64,104311.98,104302.63,104311.98
2025-01-30 01:26:10+00:00,104311.99,104325.72,104311.99,104325.72
2025-01-30 01:26:15+00:00,104325.72,104325.72,104325.71,104325.72
2025-01-30 01:26:20+00:00,104325.72,104334.79,104325.71,104334.78
2025-01-30 01:26:25+00:00,104334.79,104363.59,104334.78,104363.59
2025-01-30 01:26:30+00:00,104363.58,104363.59,104349.62,104349.62
2025-01-30 01:26:35+00:00,104349.63,104349.63,104349.62,104349.63
2025-01-30 01:26:40+00:00,104349.63,104349.63,104349.62,104349.62
2025-01-30 01:26:45+00:00,104349.63,104353.13,104349.62,104353.12
2025-01-30 01:26:50+00:00,104353.13,104365.38,104353.13,104365.38
2025-01-30 01:26:55+00:00,104365.38,104385.74,104362.09,104362.09
2025-01-30 01:27:00+00:00,104362.09,104371.47,104354.84,104371.47
2025-01-30 01:27:05+00:00,104371.46,104371.47,104371.46,104371.47
2025-01-30 01:27:10+00:00,104371.47,104373.9,104371.46,104373.89
2025-01-30 01:27:15+00:00,104373.9,104396.45,104373.9,104387.92
2025-01-30 01:27:20+00:00,104387.91,104387.91,104376.83,104386.68
2025-01-30 01:27:25+00:00,104386.69,104400.0,104386.69,104400.0
2025-01-30 01:27:30+00:00,104400.0,104450.0,104399.99,104418.99
2025-01-30 01:27:35+00:00,104419.0,104447.2,104418.99,104447.19
2025-01-30 01:27:40+00:00,104447.19,104457.65,104447.19,104457.5
2025-01-30 01:27:45+00:00,104457.49,104465.33,104457.49,104465.33
2025-01-30 01:27:50+00:00,104465.33,104465.33,104465.32,104465.32
2025-01-30 01:27:55+00:00,104465.32,104465.33,104465.32,104465.32
2025-01-30 01:28:00+00:00,104465.32,104465.33,104453.18,104454.04
2025-01-30 01:28:05+00:00,104454.04,104499.0,104454.04,104498.99
2025-01-30 01:28:10+00:00,104498.99,104499.0,104498.99,104499.0
2025-01-30 01:28:15+00:00,104498.99,104499.0,104465.33,104465.33
2025-01-30 01:28:20+00:00,104465.33,104465.33,104448.11,104448.11
2025-01-30 01:28:25+00:00,104448.12,104452.84,104448.11,104452.84
2025-01-30 01:28:30+00:00,104452.84,104471.45,104452.83,104471.45
2025-01-30 01:28:35+00:00,104471.45,104471.45,104471.44,104471.44
2025-01-30 01:28:40+00:00,104471.44,104471.45,104449.65,104457.36
2025-01-30 01:28:45+00:00,104457.36,104457.36,104437.49,104437.49
2025-01-30 01:28:50+00:00,104437.5,104437.5,104437.49,104437.49
2025-01-30 01:28:55+00:00,104437.5,104439.4,104427.55,104432.92
2025-01-30 01:29:00+00:00,104432.91,104432.91,104430.77,104430.78
2025-01-30 01:29:05+00:00,104430.78,104458.39,104430.78,104458.39
2025-01-30 01:29:10+00:00,104460.0,104461.31,104459.99,104461.3
2025-01-30 01:29:15+00:00,104461.3,104464.0,104458.51,104458.52
2025-01-30 01:29:20+00:00,104458.53,104458.53,104448.57,104448.57
2025-01-30 01:29:25+00:00,104448.58,104448.58,104438.12,104445.18
2025-01-30 01:29:30+00:00,104445.17,104445.18,104445.17,104445.18
2025-01-30 01:29:35+00:00,104445.17,104445.18,104445.17,104445.18
2025-01-30 01:29:40+00:00,104445.18,104452.0,104445.17,104452.0
2025-01-30 01:29:45+00:00,104452.0,104452.0,104402.73,104410.98
2025-01-30 01:29:50+00:00,104410.98,104418.0,104400.0,104418.0
2025-01-30 01:29:55+00:00,104418.0,104418.0,104372.22,104372.22
